pk,jsondata,id,name,description,markup_description,glottolog_id,google_book_search_id,bibtex_type,author,year,title,type,booktitle,editor,pages,edition,journal,school,address,url,note,number,series,volume,publisher,organization,chapter,howpublished,year_int,startpage_int,pages_int
73,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""es"", ""pageCount"": 174, ""imageLinks"": {""smallThumbnail"": ""http://bks2.books.google.de/books?id=VcwaAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://bks2.books.google.de/books?id=VcwaAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=VcwaAQAAIAAJ&q=inauthor:Norma+Faust+and+Eugene+E.+Loos+intitle:Gram%C3%A1tica+del+Idioma+Yaminahua+inpublisher:Instituto+Ling%C3%BC%C3%ADstico+de+Verano&dq=inauthor:Norma+Faust+and+Eugene+E.+Loos+intitle:Gram%C3%A1tica+del+Idioma+Yaminahua+inpublisher:Instituto+Ling%C3%BC%C3%ADstico+de+Verano&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2002"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""STANFORD:36105113083617"", ""type"": ""OTHER""}], ""authors"": [""Norma Faust"", ""Eugene E. Loos""], ""title"": ""Gram\u00e1tica del idioma Yaminahua"", ""infoLink"": ""http://books.google.de/books?id=VcwaAQAAIAAJ&dq=inauthor:Norma+Faust+and+Eugene+E.+Loos+intitle:Gram%C3%A1tica+del+Idioma+Yaminahua+inpublisher:Instituto+Ling%C3%BC%C3%ADstico+de+Verano&hl=&source=gbs_api"", ""categories"": [""Jaminaua language""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/Gram%C3%A1tica_del_idioma_Yaminahua.html?hl=&id=VcwaAQAAIAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""zWqKQhsZodM"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=VcwaAQAAIAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""VcwaAQAAIAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/VcwaAQAAIAAJ""}}",gfaustloosyaminahua,Faust and Loos 2002,Gramática del Idioma Yaminahua,,,VcwaAQAAIAAJ,book,"Faust, Norma and Loos, Eugene E.",2002,Gramática del Idioma Yaminahua,,,,174,,,,Lima,http://www.sil.org/americas/peru/html/pubs/show_work.asp?id=326,,,Serie Lingüística Peruana,51,Lima: Instituto Lingüístico de Verano,,,,,,
74,"{""gbs"": {}}",gdacruznheengatu,da Cruz 2011,"Fonologia e Gramática do Nheengatú: A língua geral falada pelos povos Baré, Warekena e Baniwa",,,,phdthesis,"da Cruz, Aline",2011,"Fonologia e Gramática do Nheengatú: A língua geral falada pelos povos Baré, Warekena e Baniwa",,,,652,,,Vrije Universiteit Amsterdam,,,,,,,,,,,,,
99,"{""gbs"": {}}",sbrandaoparesihaliti,Brandão 2010,Verb morphology in Paresi-Haliti (Arawak),,,,mastersthesis,"Brandão, Ana Paula Barros",2010,Verb morphology in Paresi-Haliti (Arawak),,,,xi+65,,,University of Texas at Austin,,,,,,,,,,,,,
100,"{""gbs"": {}}",typpaynepanare1990,Payne 1990,Transitivity and ergativity in Panare,,,,incollection,"Payne, Thomas E.",1990,Transitivity and ergativity in Panare,,Amazonian Linguistics,"Payne, Doris L.",429-453,,,,,,,,,,Austin,,,,,,
76,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""en"", ""pageCount"": 375, ""previewLink"": ""http://books.google.de/books?id=vL_VygAACAAJ&dq=inauthor:Frank+Seifart+intitle:The+Structure+and+Use+of+Shape-Based+Noun+Classes+in+Mira%C3%B1a+(North+West+Amazon)&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2005"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:470108580"", ""type"": ""OTHER""}], ""authors"": [""Frank Seifart""], ""title"": ""The Structure and Use of Shape-based Noun Classes in Mira\u00f1a (North West Amazon)"", ""infoLink"": ""http://books.google.de/books?id=vL_VygAACAAJ&dq=inauthor:Frank+Seifart+intitle:The+Structure+and+Use+of+Shape-Based+Noun+Classes+in+Mira%C3%B1a+(North+West+Amazon)&hl=&source=gbs_api"", ""categories"": [""Bora language""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/The_Structure_and_Use_of_Shape_based_Nou.html?hl=&id=vL_VygAACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""hqBrKstHDBs"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=vL_VygAACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""vL_VygAACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/vL_VygAACAAJ""}}",gseifartmirana,Seifart 2005,The Structure and Use of Shape-Based Noun Classes in Miraña (North West Amazon),,,vL_VygAACAAJ,phdthesis,"Seifart, Frank",2005,The Structure and Use of Shape-Based Noun Classes in Miraña (North West Amazon),,,,xiii+375,,,Radboud Universiteit Nijmegen,,\url{http://webdoc.ubn.ru.nl/mono/s/seifart_f/struanuso.pdf},,,,,,,,,,,
77,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""publisher"": ""Walter de Gruyter"", ""subtitle"": """", ""description"": ""Review text: \""[...] not only a high-quality language description that surely will be actively used by typologists of all sorts, but also an invaluable point of reference for comparative studies of South American languages.\""Olesya Khanina in: Linguist List 16.1245."", ""language"": ""en"", ""publishedDate"": ""2004"", ""imageLinks"": {""smallThumbnail"": ""http://bks9.books.google.de/books?id=lqgbgixZgY0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://bks9.books.google.de/books?id=lqgbgixZgY0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=lqgbgixZgY0C&printsec=frontcover&dq=inauthor:Jeanette+Sakel+intitle:A+Grammar+of+Moset%C3%A9n&hl=&cd=1&source=gbs_api"", ""title"": ""A Grammar of Moset\u00e9n"", ""printType"": ""BOOK"", ""pageCount"": 504, ""canonicalVolumeLink"": ""http://books.google.de/books/about/A_Grammar_of_Moset%C3%A9n.html?hl=&id=lqgbgixZgY0C"", ""contentVersion"": ""0.0.1.0.preview.1"", ""industryIdentifiers"": [{""identifier"": ""3110183404"", ""type"": ""ISBN_10""}, {""identifier"": ""9783110183405"", ""type"": ""ISBN_13""}], ""authors"": [""Jeanette Sakel""], ""ratingsCount"": 4, ""infoLink"": ""http://books.google.de/books?id=lqgbgixZgY0C&dq=inauthor:Jeanette+Sakel+intitle:A+Grammar+of+Moset%C3%A9n&hl=&source=gbs_api"", ""categories"": [""Language Arts & Disciplines""], ""averageRating"": 3.5}, ""searchInfo"": {""textSnippet"": ""Review text: &quot;[...] not only a high-quality language description that surely will be actively used by typologists of all sorts, but also an invaluable point of reference for comparative studies of South American languages.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""S+AeDOQtrS4"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=lqgbgixZgY0C&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": true, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""PARTIAL"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""SAMPLE""}, ""id"": ""lqgbgixZgY0C"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/lqgbgixZgY0C""}}",gsakelmoseten2003,Sakel 2003,A Grammar of Mosetén,,,lqgbgixZgY0C,phdthesis,"Sakel, Jeanette",2003,A Grammar of Mosetén,,,,410,,,Nijmegen: Katholieke Universiteit Nijmegen,,,,,,,,,,,,,
78,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""description"": ""Documents the diverse range of languages in the Andean and Pacific regions of South America."", ""language"": ""en"", ""pageCount"": 748, ""imageLinks"": {""smallThumbnail"": ""http://bks2.books.google.de/books?id=ET0dngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://bks2.books.google.de/books?id=ET0dngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=ET0dngEACAAJ&dq=inauthor:Willem+F.+H.+Adelaar+and+Pieter+C.+Muysken+intitle:The+Languages+of+the+Andes+inpublisher:Cambridge+University+Press&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2007-10-08"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""0521368316"", ""type"": ""ISBN_10""}, {""identifier"": ""9780521368315"", ""type"": ""ISBN_13""}], ""authors"": [""Willem F. H. Adelaar""], ""title"": ""The Languages of the Andes"", ""infoLink"": ""http://books.google.de/books?id=ET0dngEACAAJ&dq=inauthor:Willem+F.+H.+Adelaar+and+Pieter+C.+Muysken+intitle:The+Languages+of+the+Andes+inpublisher:Cambridge+University+Press&hl=&source=gbs_api"", ""categories"": [""Foreign Language Study""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/The_Languages_of_the_Andes.html?hl=&id=ET0dngEACAAJ""}, ""searchInfo"": {""textSnippet"": ""Documents the diverse range of languages in the Andean and Pacific regions of South America.""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""SWPIAeruLKc"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=ET0dngEACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""ET0dngEACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/ET0dngEACAAJ""}}",hvadelaarandes,Adelaar and Muysken 2004,The Languages of the Andes,,,ET0dngEACAAJ,book,"Adelaar, Willem F. H. and Muysken, Pieter C.",2004,The Languages of the Andes,,,,xxv+718,,,,Cambridge,,,,Cambridge Language Surveys,,Cambridge University Press,,,,,,
79,"{""gbs"": {}}",galderetessantiagodelestero,Alderetes 2001,"El Quechua del Santiago del Estero, gramática y vocabulario",,,,book,"Alderetes, Jorge R.",2001,"El Quechua del Santiago del Estero, gramática y vocabulario",,,,334,,,,,,New Edition.,,,,Universidad Nacional de Tucumán,,,,,,
80,"{""gbs"": {}}",gsotoruizayacuhochanca,Soto-Ruiz 1976,Gramática quechua: Ayacucho-chanca,,,,book,"Soto-Ruiz, Clodoaldo",1976,Gramática quechua: Ayacucho-chanca,,,,,,,,,,,,,,Lima: Ministerio de Educación,,,,,,
81,"{""gbs"": {}}",gadelaartarma,Adelaar 1977,"Tarma Quechua: Grammar, texts and dictionary",,,,phdthesis,"Adelaar, Willem",1977,"Tarma Quechua: Grammar, texts and dictionary",,,,510,,,Universiteit van Amsterdam,Lisse,,,,,,Lisse: The Peter de Ridder Press,,,,,,
82,"{""gbs"": {}}",sroseemerillon,Rose 2008,"A typological overview of Emerillon, a Tupi-Guarani language from French Guiana",,,,article,"Rose, Françoise",2008,"A typological overview of Emerillon, a Tupi-Guarani language from French Guiana",,,,431-460,,Linguistic Typology,,,,,3,,12,,,,,,,
83,"{""gbs"": {}}",gderbyshirehixkaryana,Derbyshire 1985,Hixkaryana and Linguistic Typology,,,,book,"Derbyshire, Desmond C.",1985,Hixkaryana and Linguistic Typology,,,,xviii+262,,,,,,,,Summer Institute of Linguistics: Publications in Linguistics,76,The Summer Institute of Linguistics and the University of Texas at Arlington,,,,,,
84,"{""gbs"": {}}",typgildeapanare,Gildea 1993,The development of tense markers from demonstrative pronouns in Panare (Cariban),,,,article,"Gildea, Spike",1993,The development of tense markers from demonstrative pronouns in Panare (Cariban),,,,53-74,,Studies in Language,,,,,1,,17,,,,,,,
85,"{""gbs"": {}}",gweberhuallaga,Weber 1996,Una gramática del quechua del Huallaga (Huánuco),,,,book,"Weber, David J.",1996,Una gramática del quechua del Huallaga (Huánuco),,,,641,,,,Lima,http://www.sil.org/americas/peru/html/pubs/show_work.asp?id=594,,,Serie Lingüística Peruana,40,Lima: Ministerio de Educación and Instituto Lingüístico de Verano,,,,,,
101,"{""gbs"": {}}",hvderbyshirecarib,Derbyshire 1999,Carib,,,,incollection,"Derbyshire, Desmond",1999,Carib,,The Amazonian Languages,"Dixon, R. M. W. and Aikhenvald, Alexandra",23-64,,,,,,,,Cambridge Language Surveys,,Cambridge University Press,,,,,,
102,"{""gbs"": {}}",ggironwansojot,Girón 2008,Una gramática del Wã́nsöjöt (Puinave),,,,phdthesis,"Girón, Jesús Mario",2008,Una gramática del Wã́nsöjöt (Puinave),,,,xx+476,,,Amsterdam: Vrije Universiteit,,,,,LOT Dissertation Series,185,,,,,,,
86,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""en"", ""pageCount"": 361, ""previewLink"": ""http://books.google.de/books?id=UGmCPQAACAAJ&dq=inauthor:Erik+van+Gijn+intitle:A+Grammar+of+Yurakar%C3%A9&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""2006"", ""printType"": ""BOOK"", ""contentVersion"": ""preview-1.0.0"", ""industryIdentifiers"": [{""identifier"": ""OCLC:255467983"", ""type"": ""OTHER""}], ""authors"": [""Erik van Gijn""], ""title"": ""A Grammar of Yurakar\u00e9"", ""infoLink"": ""http://books.google.de/books?id=UGmCPQAACAAJ&dq=inauthor:Erik+van+Gijn+intitle:A+Grammar+of+Yurakar%C3%A9&hl=&source=gbs_api"", ""canonicalVolumeLink"": ""http://books.google.de/books/about/A_Grammar_of_Yurakar%C3%A9.html?hl=&id=UGmCPQAACAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""5CoinqpQjdY"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=UGmCPQAACAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""UGmCPQAACAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/UGmCPQAACAAJ""}}",gvangijnyurakare,van Gijn 2006,A Grammar of Yurakaré,,,UGmCPQAACAAJ,phdthesis,"van Gijn, Erik",2006,A Grammar of Yurakaré,,,,xi+361,,,Nijmegen: Radboud Universiteit,Nijmegen,\url{http://webdoc.ubn.ru.nl/mono/g/gijn_e_van/gramofyu.pdf},,,,,,,,,,,
87,"{""gbs"": {}}",svandekerkeleko,van de Kerke 2009,El Leko,,,,incollection,"van de Kerke, Simon",2009,El Leko,,Ambito Andino,"Muysken, Pieter and Crevels, Mily",287-332,,,,La Paz,,,,Lenguas de Bolivia,1,La Paz: Plural Editores,,,,,,
88,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""language"": ""es"", ""pageCount"": 190, ""imageLinks"": {""smallThumbnail"": ""http://bks2.books.google.de/books?id=er4uAAAAYAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api"", ""thumbnail"": ""http://bks2.books.google.de/books?id=er4uAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=er4uAAAAYAAJ&q=inauthor:Park,+Marinell+and+Wyss,+Elisabeth+intitle:Lecciones+para+el+aprendizaje+del+quechua+de+San+Mart%C3%ADn,+vol.+1,2,3+inpublisher:Ministerio+de+Educaci%C3%B3n+and+Instituto+Ling%C3%BC%C3%ADstico+de+Verano&dq=inauthor:Park,+Marinell+and+Wyss,+Elisabeth+intitle:Lecciones+para+el+aprendizaje+del+quechua+de+San+Mart%C3%ADn,+vol.+1,2,3+inpublisher:Ministerio+de+Educaci%C3%B3n+and+Instituto+Ling%C3%BC%C3%ADstico+de+Verano&hl=&cd=1&source=gbs_api"", ""publishedDate"": ""1995"", ""printType"": ""BOOK"", ""contentVersion"": ""0.0.1.0.preview.0"", ""industryIdentifiers"": [{""identifier"": ""UTEXAS:059173005074461"", ""type"": ""OTHER""}], ""authors"": [""Marinell Park"", ""Elisabeth Wyss""], ""title"": ""Lecciones para el aprendizaje del quechua de San Mart\u00edn"", ""infoLink"": ""http://books.google.de/books?id=er4uAAAAYAAJ&dq=inauthor:Park,+Marinell+and+Wyss,+Elisabeth+intitle:Lecciones+para+el+aprendizaje+del+quechua+de+San+Mart%C3%ADn,+vol.+1,2,3+inpublisher:Ministerio+de+Educaci%C3%B3n+and+Instituto+Ling%C3%BC%C3%ADstico+de+Verano&hl=&source=gbs_api"", ""categories"": [""Quechua language""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/Lecciones_para_el_aprendizaje_del_quechu.html?hl=&id=er4uAAAAYAAJ""}, ""saleInfo"": {""country"": ""DE"", ""saleability"": ""NOT_FOR_SALE"", ""isEbook"": false}, ""etag"": ""QZjMNYxhmiE"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=er4uAAAAYAAJ&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": false, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": false}, ""quoteSharingAllowed"": false, ""viewability"": ""NO_PAGES"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""NONE""}, ""id"": ""er4uAAAAYAAJ"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/er4uAAAAYAAJ""}}",gparkwyssquechuasanmartin,Park and Wyss 1995,"Lecciones para el aprendizaje del quechua de San Martín, vol. 1,2,3",,,er4uAAAAYAAJ,book,"Park, Marinell and Wyss, Elisabeth",1995,"Lecciones para el aprendizaje del quechua de San Martín, vol. 1,2,3",,,,48+63+77,,,,Yarinacocha,,,,Documento de Trabajo,"26, 28, 29",Yarinacocha: Ministerio de Educación and Instituto Lingüístico de Verano,,,,,,
89,"{""gbs"": {}}",gderbyshirehixkaryana1979,Derbyshire 1979,Hixkaryana,,,,book,"Derbyshire, Desmond C.",1979,Hixkaryana,,,,vii+199,,,,,,Publication of Desmond C. Derbyshire. 1979. Hixkaryana Syntax. PhD University of London,,Lingua Descriptive Studies,1,Amsterdam: North-Holland,,,,,,
90,"{""gbs"": {}}",gsakelmoseten,Sakel 2004,A Grammar of Mosetén,,,,book,"Sakel, Jeanette",2004,A Grammar of Mosetén,,,,xxxi+504,,,,,,,,Mouton Grammar Library,33,Berlin: Mouton de Gruyter,,,,,,
91,"{""gbs"": {}}",ghardmanaymara,Hardman 2001,Aymara,,,,book,"Hardman, Martha J.",2001,Aymara,,,,xiv+250,,,,München,,,,LINCOM Studies in Native American Linguistics,35,München: Lincom,,,,,,
92,"{""gbs"": {}}",snonatobororo,Nonato 2008,Ainore Boe egore: um estudo descritivo da língua bororo,,,,mastersthesis,"Nonato, Rafael Bezerra",2008,Ainore Boe egore: um estudo descritivo da língua bororo,,,,360,,,Universidade Estadual de Campinas,,\url{http://libdigi.unicamp.br/document/?code=vtls000432270},,,,,,,,,,,
93,"{""gbs"": {}}",gtrillosamayachimila,Trillos Amaya 1996,Categorias grammatical del Ette Taara: lengua de los chimilas,,,,book,"Trillos Amaya, María",1996,Categorias grammatical del Ette Taara: lengua de los chimilas,,,,216,,,,Bogotá,,,,Lenguas Aborígenes de Colombia: Descripciones,10,"Bogotá: CESO-CCELA, Universidad de los Andes",,,,,,
94,"{""gbs"": {}}",typcrevelsitonama,Crevels 2006,Verbal Number in Itonama,,,,incollection,"Crevels, Mily",2006,Verbal Number in Itonama,,What's in a Verb?,"Rowicka, Grażyna J. and Carlin, Eithne B.",159-170,,,,,,,,LOT Occasional Series,5,"LOT, Utrecht University",,,,,,
95,"{""gbs"": {""kind"": ""books#volume"", ""volumeInfo"": {""publisher"": ""Walter de Gruyter"", ""description"": ""This work is a reference grammar of Hup, a Nadahup (Mak\u00fa) language spoken in the multilingual Vaup\u00e9s region of northwest Amazonia. This detailed description and analysis addresses both the phonology and morphosyntax of Hup, and includes texts and audio files. It is informed by a functional-typological perspective with particularreference to areal contact and grammaticalization."", ""language"": ""en"", ""publishedDate"": ""2008-08-27"", ""imageLinks"": {""smallThumbnail"": ""http://bks0.books.google.de/books?id=drsd9BRvRKQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api"", ""thumbnail"": ""http://bks0.books.google.de/books?id=drsd9BRvRKQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api""}, ""previewLink"": ""http://books.google.de/books?id=drsd9BRvRKQC&printsec=frontcover&dq=inauthor:Patience+Epps+intitle:A+Grammar+of+Hup&hl=&cd=1&source=gbs_api"", ""title"": ""A Grammar of Hup"", ""printType"": ""BOOK"", ""pageCount"": 983, ""contentVersion"": ""1.1.0.0.preview.1"", ""industryIdentifiers"": [{""identifier"": ""9783110199079"", ""type"": ""ISBN_13""}, {""identifier"": ""3110199076"", ""type"": ""ISBN_10""}], ""authors"": [""Patience Epps""], ""infoLink"": ""http://books.google.de/books?id=drsd9BRvRKQC&dq=inauthor:Patience+Epps+intitle:A+Grammar+of+Hup&hl=&source=gbs_api"", ""categories"": [""Language Arts & Disciplines""], ""canonicalVolumeLink"": ""http://books.google.de/books/about/A_Grammar_of_Hup.html?hl=&id=drsd9BRvRKQC""}, ""searchInfo"": {""textSnippet"": ""This work is a reference grammar of Hup, a Nadahup (Mak\u00fa) language spoken in the multilingual Vaup\u00e9s region of northwest Amazonia.""}, ""saleInfo"": {""country"": ""DE"", ""retailPrice"": {""amount"": 115.46, ""currencyCode"": ""EUR""}, ""isEbook"": true, ""offers"": [{""retailPrice"": {""currencyCode"": ""EUR"", ""amountInMicros"": 115460000.0}, ""listPrice"": {""currencyCode"": ""EUR"", ""amountInMicros"": 164950000.0}, ""finskyOfferType"": 1}], ""saleability"": ""FOR_SALE"", ""buyLink"": ""http://books.google.de/books?id=drsd9BRvRKQC&dq=inauthor:Patience+Epps+intitle:A+Grammar+of+Hup&hl=&buy=&source=gbs_api"", ""listPrice"": {""amount"": 164.95, ""currencyCode"": ""EUR""}}, ""etag"": ""khPUmDw6Omw"", ""accessInfo"": {""webReaderLink"": ""http://books.google.de/books/reader?id=drsd9BRvRKQC&hl=&printsec=frontcover&output=reader&source=gbs_api"", ""publicDomain"": false, ""embeddable"": true, ""country"": ""DE"", ""textToSpeechPermission"": ""ALLOWED"", ""pdf"": {""isAvailable"": true, ""acsTokenLink"": ""http://books.google.de/books/download/A_Grammar_of_Hup-sample-pdf.acsm?id=drsd9BRvRKQC&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api""}, ""quoteSharingAllowed"": false, ""viewability"": ""PARTIAL"", ""epub"": {""isAvailable"": false}, ""accessViewStatus"": ""SAMPLE""}, ""id"": ""drsd9BRvRKQC"", ""selfLink"": ""https://www.googleapis.com/books/v1/volumes/drsd9BRvRKQC""}}",geppshup2005,Epps 2005,A Grammar of Hup,,,drsd9BRvRKQC,phdthesis,"Epps, Patience",2005,A Grammar of Hup,,,,xvi+1118,,,University of Virginia,Ann Arbor,,,,,,,,,,,,
96,"{""gbs"": {}}",sgoncalvesgoncalves,Gonçalves 2007,Aspecto no Kaingang,,,,mastersthesis,"Gonçalves, Solange Aparecida",2007,Aspecto no Kaingang,,,,xii+207,,,Campinas: Universidade Estadual de Campinas,,\url{http://libdigi.unicamp.br/document/?code=vtls000431007},,,,,,,,,,,
97,"{""gbs"": {}}",gdasilvasateremawe,da Silva 2010,Estudo morfossintático da língua Sateré-Mawé,,,,phdthesis,"da Silva, Raynice Geraldine Pereira",2010,Estudo morfossintático da língua Sateré-Mawé,,,,329,,,Campinas: Universidade Estadual de Campinas,,,,,,,,,,,,,
98,"{""gbs"": {}}",sgibsonmunichi,Gibson 1996,El Munichi: Un idioma que se extingue,,,,book,"Gibson, Michael Luke",1996,El Munichi: Un idioma que se extingue,,,,103,,,,Pucallpa,http://www.sil.org/americas/peru/html/pubs/show_work.asp?id=596,,,Serie Lingüística Peruana,42,Pucallpa: Instituto Lingüístico de Verano,,,,,,
