pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source
29635,{},ARGEX5-2-gta,,,10,446,3,
29636,{},ARGEX5-2-gvo,,,52,446,3,BOLD:
29637,{},ARGEX5-2-hix,,,23,446,3,Derbyshire 1979:126
29638,{},ARGEX5-2-inb,,,145,446,3,Levinsohn 1974
29639,{},ARGEX5-2-ito,,,1,446,3,Crevels 2010:679
29640,{},ARGEX5-2-jaa,,,19,446,3,Dixon 2004:282
29641,{},ARGEX5-2-jiv,,,14,446,3,George Saad (2014) - MA thesis
29642,{},ARGEX5-2-jqr,,,28,446,3,
29643,{},ARGEX5-2-jup,,,163,446,3,Epps 2008:167
29644,{},ARGEX5-2-jur,,,116,446,3,
29645,{},ARGEX5-2-kay,,,159,446,3,Seki 2000:109
29646,{},ARGEX5-2-knm,,,118,446,3,dos Anjos 2011:202
29647,{},ARGEX5-2-ktn,,,128,446,3,Everett 2006:304
29648,{},ARGEX5-2-kwa,,,89,446,3,Martins 2004:199-201
29649,{},ARGEX5-2-kwi,,,92,446,3,Curnow 1997:64-65
29650,{},ARGEX5-2-kxo,,,22,446,3,Bacelar 2004:230
29651,{},ARGEX5-2-lec,,,64,446,3,
29652,{},ARGEX5-2-lkd,,,13,446,3,Telles 2002:151
29653,{},ARGEX5-2-mav,,,156,446,3,
29654,{},ARGEX5-2-mcf,,,112,446,3,Fleck 2003:856
29655,{},ARGEX5-2-moc,,,67,446,3,Gualdieri 1998:97
29656,{},ARGEX5-2-mpu,,,164,446,3,Braga 2005:136
29657,{},ARGEX5-2-mtp,,,124,446,3,
29658,{},ARGEX5-2-myr,,,134,446,3,
29659,{},ARGEX5-2-myu,,,30,446,3,
29660,{},ARGEX5-2-mzp,,,155,446,3,
29661,{},ARGEX5-2-omc,,,61,446,3,Hovdhaugen 2004:21
29662,{},ARGEX5-2-pab,,,150,446,3,
29663,{},ARGEX5-2-pav,,,147,446,3,Everett and Kern 1997:3
29664,{},ARGEX5-2-pbb,,,37,446,3,
29665,{},ARGEX5-2-plg,,,72,446,3,Vidal 2001:135
29666,{},ARGEX5-2-pui,,,65,446,3,Girón 2008:351
29667,{},ARGEX5-2-qub,,,73,446,3,Weber 1989:175-176
29668,{},ARGEX5-2-quh,,,75,446,3,"Herrero and Sanchez 1978:15, 289"
29669,{},ARGEX5-2-qup,,,62,446,3,Todter et al. 2002:60
29670,{},ARGEX5-2-qus,,,44,446,3,Alderetes 2001:147
29671,{},ARGEX5-2-quw,,,66,446,3,fieldnotes
29672,{},ARGEX5-2-qux,,,57,446,3,Taylor 1986
29673,{},ARGEX5-2-quy,,,53,446,3,
29674,{},ARGEX5-2-quz,,,70,446,3,Cusihuaman 1976
29675,{},ARGEX5-2-qvc,,,5,446,3,
29676,{},ARGEX5-2-qvi,,,8,446,3,Cole 1982
29677,{},ARGEX5-2-qvn,,,2,446,3,Adelaar 1977
29678,{},ARGEX5-2-qvp,,,7,446,3,
29679,{},ARGEX5-2-qvs,,,59,446,3,
29680,{},ARGEX5-2-qwh,,,149,446,3,Parker 1976
29681,{},ARGEX5-2-qxl,,,31,446,3,Muysken fieldnotes
29682,{},ARGEX5-2-qxw,,,81,446,3,Cerron Palomino 1976
29683,{},ARGEX5-2-ram,,,111,446,3,Castro Alves 2004:107
29684,{},ARGEX5-2-rkb,,,96,446,3,Silva 2011:250
29685,{},ARGEX5-2-sae,,,136,446,3,
29686,{},ARGEX5-2-shb,,,34,446,3,Gomez 1990:129
29687,{},ARGEX5-2-shp,,,103,446,3,Valenzuela 2003:322
29688,{},ARGEX5-2-skf,,,15,446,3,Galucio 2001:219
29689,{},ARGEX5-2-tae,,,139,446,3,Aikhenvald 2003:140
29690,{},ARGEX5-2-teh,,,40,446,3,Fernández Garay 1998:346
29691,{},ARGEX5-2-tpj,,,137,446,3,
29692,{},ARGEX5-2-tpy,,,165,446,3,Guirardello 1999:304
29693,{},ARGEX5-2-tri,,,82,446,3,Meira 1999:425
29694,{},ARGEX5-2-txi,,,91,446,3,
29695,{},ARGEX5-2-ura,,,162,446,3,
29696,{},ARGEX5-2-ure,,,160,446,3,
29697,{},ARGEX5-2-wba,,,25,446,3,Romero-Figeroa 1997:8
29698,{},ARGEX5-2-wyr,,,158,446,3,
29699,{},ARGEX5-2-xav,,,95,446,3,Machado Estevam 2011:66
29700,{},ARGEX5-2-xwa,,,131,446,3,van der Voort 2004:105-110
29701,{},ARGEX5-2-yaa,,,108,446,3,Faust and Loos 2002:79
29702,{},ARGEX5-2-yrl,,,102,446,3,
29703,{},ARGEX5-2-yuz,,,77,446,3,van Gijn 2006:10
29704,{},ARGEX5-3-agr,,,166,521,3,Overall 2007:214
29705,{},ARGEX5-3-ame,,,24,521,3,Duff-Tripp 1997:35
29706,{},ARGEX5-3-apu,,,94,521,3,Facundes 2000
29707,{},ARGEX5-3-apy,,,90,521,3,Koehn and Koehn 1986:84
29708,{},ARGEX5-3-arh,,,47,521,3,
29709,{},ARGEX5-3-arn,,,50,521,3,
29710,{},ARGEX5-3-arr,,,41,521,3,Gabas 1999:152
29711,{},ARGEX5-3-arw,,,43,521,3,
29712,{},ARGEX5-3-awe,,,100,521,3,Borella 2000:170
29713,{},ARGEX5-3-ayr,,,130,521,3,"Cerrón-Palomino y Carvajal Carvajal 2009:189, ft1"
29714,{},ARGEX5-3-boa,,,86,521,3,Seifart 2005:65
29715,{},ARGEX5-3-bor,,,80,521,3,
29716,{},ARGEX5-3-brg,,,98,521,3,Danielsen 2007:332-336
29717,{},ARGEX5-3-cap,,,42,521,3,Cerrón Palomino 2009:53_
29718,{},ARGEX5-3-cas,,,123,521,3,Sakel 2004:63
29719,{},ARGEX5-3-cav,,,127,521,3,
29720,{},ARGEX5-3-caw,,,126,521,3,Girault 1989:149
29721,{},ARGEX5-3-cbg,,,132,521,3,Trillos Amaya 1996:108
29722,{},ARGEX5-3-cbt,,,141,521,3,Rojas Berscia 2013:58-60
29723,{},ARGEX5-3-cht,,,105,521,3,2005:135-143
29724,{},ARGEX5-3-cod,,,83,521,3,Vallejos Yopán 2010:44
29725,{},ARGEX5-3-cof,,,85,521,3,Dickinson 2002:227
29726,{},ARGEX5-3-cub,,,16,521,3,Morse and Maxwell 1999:110
29727,{},ARGEX5-3-des,,,125,521,3,Miller 1999:57-59
29728,{},ARGEX5-3-eme,,,29,521,3,Rose 2003:614
29729,{},ARGEX5-3-emp,,,36,521,3,Mortensen 1999:47
29730,{},ARGEX5-3-gta,,,10,521,3,
29731,{},ARGEX5-3-gvo,,,52,521,3,BOLD:
29732,{},ARGEX5-3-hix,,,23,521,3,Derbyshire 1979:126
29733,{},ARGEX5-3-inb,,,145,521,3,Levinsohn 1974
29734,{},ARGEX5-3-ito,,,1,521,3,Crevels 2010:679
29735,{},ARGEX5-3-jaa,,,19,521,3,Dixon 2004:282
29736,{},ARGEX5-3-jiv,,,14,521,3,Fieldnotes George Saad 1) SHGS2013_09_21_Put_1_M_233851 2) SHGS2013_08_22_Hunting_Narrative_58541
29737,{},ARGEX5-3-jqr,,,28,521,3,Hardman 2000:15
29738,{},ARGEX5-3-jup,,,163,521,3,Epps 2008:167
29739,{},ARGEX5-3-jur,,,116,521,3,Fargetti 2001:133
29740,{},ARGEX5-3-kay,,,159,521,3,Seki 2000:109
29741,{},ARGEX5-3-knm,,,118,521,3,dos Anjos 2011:202
29742,{},ARGEX5-3-ktn,,,128,521,3,Everett 2006:304
29743,{},ARGEX5-3-kwa,,,89,521,3,Martins 2004:199-201
29744,{},ARGEX5-3-kwi,,,92,521,3,Curnow 1997:65
29745,{},ARGEX5-3-kxo,,,22,521,3,Bacelar 2004:230
29746,{},ARGEX5-3-lec,,,64,521,3,van de Kerke 2009:298
29747,{},ARGEX5-3-lkd,,,13,521,3,Telles 2002:151
29748,{},ARGEX5-3-mav,,,156,521,3,
29749,{},ARGEX5-3-mcf,,,112,521,3,Fleck 2003:856
29750,{},ARGEX5-3-moc,,,67,521,3,Gualdieri 1998:97
29751,{},ARGEX5-3-mpu,,,164,521,3,Braga 2005:136
29752,{},ARGEX5-3-mtp,,,124,521,3,
29753,{},ARGEX5-3-myr,,,134,521,3,
29754,{},ARGEX5-3-myu,,,30,521,3,
29755,{},ARGEX5-3-mzp,,,155,521,3,
29756,{},ARGEX5-3-omc,,,61,521,3,Hovdhaugen 2004:21
29757,{},ARGEX5-3-pab,,,150,521,3,
29758,{},ARGEX5-3-pav,,,147,521,3,Everett and Kern 1997:3
29759,{},ARGEX5-3-pbb,,,37,521,3,Jung 2008:100
29760,{},ARGEX5-3-plg,,,72,521,3,Vidal 2001:135
29761,{},ARGEX5-3-pui,,,65,521,3,
29762,{},ARGEX5-3-qub,,,73,521,3,Weber 1989:178-179
29763,{},ARGEX5-3-quh,,,75,521,3,"Herrero and Sanchez 1978:15, 289"
29764,{},ARGEX5-3-qup,,,62,521,3,Todter et al. 2002:61
29765,{},ARGEX5-3-qus,,,44,521,3,Alderetes 2001:151-153
29766,{},ARGEX5-3-quw,,,66,521,3,fieldnotes
29767,{},ARGEX5-3-qux,,,57,521,3,Taylor 1986
29768,{},ARGEX5-3-quy,,,53,521,3,Parker 1969:39
29769,{},ARGEX5-3-quz,,,70,521,3,Cusihuaman 1976
29770,{},ARGEX5-3-qvc,,,5,521,3,Quesada 1976:90-91
29771,{},ARGEX5-3-qvi,,,8,521,3,Cole 1982
29772,{},ARGEX5-3-qvn,,,2,521,3,Adelaar 1977
29773,{},ARGEX5-3-qvp,,,7,521,3,Adelaar 1987;67
29774,{},ARGEX5-3-qvs,,,59,521,3,Weber et al. 1976:87
29775,{},ARGEX5-3-qwh,,,149,521,3,Parker 1976
29776,{},ARGEX5-3-qxl,,,31,521,3,Muysken fieldnotes
29777,{},ARGEX5-3-qxw,,,81,521,3,Cerron Palomino 1976
29778,{},ARGEX5-3-ram,,,111,521,3,Castro Alves 2004:107
29779,{},ARGEX5-3-rkb,,,96,521,3,Silva 2011:250
29780,{},ARGEX5-3-sae,,,136,521,3,Antunes 2004:172
29781,{},ARGEX5-3-shb,,,34,521,3,Gomez 1990:129
29782,{},ARGEX5-3-shp,,,103,521,3,Valenzuela 2003:322
29783,{},ARGEX5-3-skf,,,15,521,3,Galucio 2001:219
29784,{},ARGEX5-3-tae,,,139,521,3,Aikhenvald 2003:143-148
29785,{},ARGEX5-3-teh,,,40,521,3,Fernández Garay 1998:341
29786,{},ARGEX5-3-tpj,,,137,521,3,
29787,{},ARGEX5-3-tpy,,,165,521,3,Guirardello 1999:304
29788,{},ARGEX5-3-tri,,,82,521,3,
29789,{},ARGEX5-3-txi,,,91,521,3,
29790,{},ARGEX5-3-ura,,,162,521,3,
29791,{},ARGEX5-3-ure,,,160,521,3,
29792,{},ARGEX5-3-wba,,,25,521,3,Romero-Figeroa 1997:9
29793,{},ARGEX5-3-wyr,,,158,521,3,
29794,{},ARGEX5-3-xav,,,95,521,3,Machado Estevam 2011:66
29795,{},ARGEX5-3-xwa,,,131,521,3,van der Voort 2004:105-110
29796,{},ARGEX5-3-yaa,,,108,521,3,Faust and Loos 2002:86
29797,{},ARGEX5-3-yrl,,,102,521,3,
29798,{},ARGEX5-3-yuz,,,77,521,3,van Gijn 2006:10
29799,{},ARGEX5-4-agr,,,166,569,3,Overall 2007:442
29800,{},ARGEX5-4-ame,,,24,569,3,"Duff-Tripp 1997:35, 171-172"
29801,{},ARGEX5-4-apu,,,94,569,3,Facundes 2000:479
29802,{},ARGEX5-4-apy,,,90,569,3,Koehn and Koehn 1986:85
29803,{},ARGEX5-4-arh,,,47,569,3,Frank 1985:48
29804,{},ARGEX5-4-arn,,,50,569,3,Golluscio 2010:723
29805,{},ARGEX5-4-arr,,,41,569,3,Gabas 1999:69
29806,{},ARGEX5-4-arw,,,43,569,3,Pet 2011:30
29807,{},ARGEX5-4-awe,,,100,569,3,Borella 2000:162-163
29808,{},ARGEX5-4-ayr,,,130,569,3,Cerrón-Palomino y Carvajal Carvajal 2009:190
29809,{},ARGEX5-4-boa,,,86,569,3,Seifart 2005:65
29810,{},ARGEX5-4-bor,,,80,569,3,Crowell 1979:22
29811,{},ARGEX5-4-brg,,,98,569,3,Danielsen 2007:177
29812,{},ARGEX5-4-cap,,,42,569,3,Cerrón Palomino 2009:53_
29813,{},ARGEX5-4-cas,,,123,569,3,Sakel 2004:195
29814,{},ARGEX5-4-cav,,,127,569,3,Guillaume 2008:66ft1
29815,{},ARGEX5-4-caw,,,126,569,3,
29816,{},ARGEX5-4-cbg,,,132,569,3,Trillos Amaya 1996:109
29817,{},ARGEX5-4-cbt,,,141,569,3,Rojas Berscia 2013:59
29818,{},ARGEX5-4-cht,,,105,569,3,2005:135-143
29819,{},ARGEX5-4-cod,,,83,569,3,Vallejos Yopán 2010:288
29820,{},ARGEX5-4-cof,,,85,569,3,Dickinson 2002:244
29821,{},ARGEX5-4-cub,,,16,569,3,Morse and Maxwell 1999:110
29822,{},ARGEX5-4-des,,,125,569,3,Miller 1999:058
29823,{},ARGEX5-4-eme,,,29,569,3,Rose 2003:252
29824,{},ARGEX5-4-emp,,,36,569,3,Mortensen 1999:50
29825,{},ARGEX5-4-gta,,,10,569,3,
29826,{},ARGEX5-4-gvo,,,52,569,3,Moore 1984:41
29827,{},ARGEX5-4-hix,,,23,569,3,Derbyshire 1979:38
29828,{},ARGEX5-4-inb,,,145,569,3,Levinsohn 1974
29829,{},ARGEX5-4-ito,,,1,569,3,Crevels 2012:256
29830,{},ARGEX5-4-jaa,,,19,569,3,Dixon 2004:493
29831,{},ARGEX5-4-jiv,,,14,569,3,George Saad (2014) - MA thesis --> Elicited example
29832,{},ARGEX5-4-jqr,,,28,569,3,
29833,{},ARGEX5-4-jup,,,163,569,3,Epps 2008:167
29834,{},ARGEX5-4-jur,,,116,569,3,Fargetti 2001:133
29835,{},ARGEX5-4-kay,,,159,569,3,Seki 2000:72
29836,{},ARGEX5-4-knm,,,118,569,3,dos Anjos 2011:316
29837,{},ARGEX5-4-ktn,,,128,569,3,Everett 2006:393-395
29838,{},ARGEX5-4-kwa,,,89,569,3,Martins 2004:528
29839,{},ARGEX5-4-kwi,,,92,569,3,Curnow 1997:73
29840,{},ARGEX5-4-kxo,,,22,569,3,Bacelar 2004:234
29841,{},ARGEX5-4-lec,,,64,569,3,van de Kerke 2009:298
29842,{},ARGEX5-4-lkd,,,13,569,3,Telles 2002:356
29843,{},ARGEX5-4-mav,,,156,569,3,Silva 2010:194
29844,{},ARGEX5-4-mcf,,,112,569,3,"Fleck 2003:814, 867"
29845,{},ARGEX5-4-moc,,,67,569,3,Gualdieri 1998:97
29846,{},ARGEX5-4-mpu,,,164,569,3,Braga 2005:144
29847,{},ARGEX5-4-mtp,,,124,569,3,Terraza 2009:224
29848,{},ARGEX5-4-myr,,,134,569,3,
29849,{},ARGEX5-4-myu,,,30,569,3,Gomes 2006:99
29850,{},ARGEX5-4-mzp,,,155,569,3,Haude 2006:282
29851,{},ARGEX5-4-omc,,,61,569,3,"there are dative forms of pronouns, Hovdhaugen 2004:29-31"
29852,{},ARGEX5-4-pab,,,150,569,3,Brandão 2010:25
29853,{},ARGEX5-4-pav,,,147,569,3,Everett and Kern 1997:125
29854,{},ARGEX5-4-pbb,,,37,569,3,Jung 2008:118
29855,{},ARGEX5-4-plg,,,72,569,3,Vidal 2001:315
29856,{},ARGEX5-4-pui,,,65,569,3,Girón 2008:357
29857,{},ARGEX5-4-qub,,,73,569,3,Weber 1989:180
29858,{},ARGEX5-4-quh,,,75,569,3,"Herrero and Sanchez 1978:14, 198-199"
29859,{},ARGEX5-4-qup,,,62,569,3,Todter et al. 2002:61
29860,{},ARGEX5-4-qus,,,44,569,3,"Alderetes 2001:153,204"
29861,{},ARGEX5-4-quw,,,66,569,3,fieldnotes
29862,{},ARGEX5-4-qux,,,57,569,3,Taylor 89 1:23
29863,{},ARGEX5-4-quy,,,53,569,3,Parker 1969:41
29864,{},ARGEX5-4-quz,,,70,569,3,Cusihuaman 1976
29865,{},ARGEX5-4-qvc,,,5,569,3,Quesada 1976:90-91
29866,{},ARGEX5-4-qvi,,,8,569,3,Cole 1982
29867,{},ARGEX5-4-qvn,,,2,569,3,Adelaar 1977
29868,{},ARGEX5-4-qvp,,,7,569,3,Adelaar 1987;68
29869,{},ARGEX5-4-qvs,,,59,569,3,Weber et al. 1976:88
29870,{},ARGEX5-4-qwh,,,149,569,3,Parker 1976
29871,{},ARGEX5-4-qxl,,,31,569,3,Muysken fieldnotes
29872,{},ARGEX5-4-qxw,,,81,569,3,Cerron Palomino 1976
29873,{},ARGEX5-4-ram,,,111,569,3,Castro Alves 2004:118
29874,{},ARGEX5-4-rkb,,,96,569,3,Silva 2011:190
29875,{},ARGEX5-4-sae,,,136,569,3,
29876,{},ARGEX5-4-shb,,,34,569,3,"Gomez 1990:79, Ferreira, p.c. 08-06-12"
29877,{},ARGEX5-4-shp,,,103,569,3,Valenzuela 2003:528
29878,{},ARGEX5-4-skf,,,15,569,3,Galucio 2001:62
29879,{},ARGEX5-4-tae,,,139,569,3,Aikhenvald 2003:236
29880,{},ARGEX5-4-teh,,,40,569,3,Fernández Garay 1998:356
29881,{},ARGEX5-4-tpj,,,137,569,3,Gonzalez 2005:209-212
29882,{},ARGEX5-4-tpy,,,165,569,3,Guirardello 1999:305
29883,{},ARGEX5-4-tri,,,82,569,3,Meira 1999:424
29884,{},ARGEX5-4-txi,,,91,569,3,Pacheco 2001:164
29885,{},ARGEX5-4-ura,,,162,569,3,Olawsky 2006:386
29886,{},ARGEX5-4-ure,,,160,569,3,
29887,{},ARGEX5-4-wba,,,25,569,3,Romero-Figeroa 1997:9
29888,{},ARGEX5-4-wyr,,,158,569,3,Nogueira 2011:94
29889,{},ARGEX5-4-xav,,,95,569,3,Machado Estevam 2011:447
29890,{},ARGEX5-4-xwa,,,131,569,3,van der Voort 2004:112
29891,{},ARGEX5-4-yaa,,,108,569,3,Faust and Loos 2002:26
29892,{},ARGEX5-4-yrl,,,102,569,3,Cruz 2011:200
29893,{},ARGEX5-4-yuz,,,77,569,3,van Gijn 2006:10
29894,{},ARGEX5-5-agr,,,166,563,3,Overall 2007:443
29895,{},ARGEX5-5-ame,,,24,563,3,Duff-Tripp 1997:35
29896,{},ARGEX5-5-apu,,,94,563,3,Facundes 2000
29897,{},ARGEX5-5-apy,,,90,563,3,Koehn and Koehn 1986:84
29898,{},ARGEX5-5-arh,,,47,563,3,"Frank, p.c. 09-04-12"
29899,{},ARGEX5-5-arn,,,50,563,3,
29900,{},ARGEX5-5-arr,,,41,563,3,Gabas 1999:152
29901,{},ARGEX5-5-arw,,,43,563,3,
29902,{},ARGEX5-5-awe,,,100,563,3,Borella 2000:170
29903,{},ARGEX5-5-ayr,,,130,563,3,Hardman 2001:148-149
29904,{},ARGEX5-5-boa,,,86,563,3,Seifart 2005:65-67
29905,{},ARGEX5-5-bor,,,80,563,3,
29906,{},ARGEX5-5-brg,,,98,563,3,Danielsen 2007:332-336
29907,{},ARGEX5-5-cap,,,42,563,3,
29908,{},ARGEX5-5-cas,,,123,563,3,Sakel 2004:63
29909,{},ARGEX5-5-cav,,,127,563,3,
29910,{},ARGEX5-5-caw,,,126,563,3,Girault 1989:149
29911,{},ARGEX5-5-cbg,,,132,563,3,
29912,{},ARGEX5-5-cbt,,,141,563,3,Rojas Berscia 2013:59
29913,{},ARGEX5-5-cht,,,105,563,3,
29914,{},ARGEX5-5-cod,,,83,563,3,Vallejos Yopán 2010:44
29915,{},ARGEX5-5-cof,,,85,563,3,Dickinson 2002:228
29916,{},ARGEX5-5-cub,,,16,563,3,Morse and Maxwell 1999:111
29917,{},ARGEX5-5-des,,,125,563,3,Miller 1999:057
29918,{},ARGEX5-5-eme,,,29,563,3,Rose 2003:614
29919,{},ARGEX5-5-emp,,,36,563,3,Mortensen 1999:49
29920,{},ARGEX5-5-gta,,,10,563,3,
29921,{},ARGEX5-5-gvo,,,52,563,3,BOLD:
29922,{},ARGEX5-5-hix,,,23,563,3,Derbyshire 1979:126
29923,{},ARGEX5-5-inb,,,145,563,3,Levinsohn 1974
29924,{},ARGEX5-5-ito,,,1,563,3,Crevels 2010:679
29925,{},ARGEX5-5-jaa,,,19,563,3,Dixon 2004:282
29926,{},ARGEX5-5-jiv,,,14,563,3,Fieldnotes George Saad SHGS2013_09_21_Put_1_M_72335
29927,{},ARGEX5-5-jqr,,,28,563,3,
29928,{},ARGEX5-5-jup,,,163,563,3,Epps 2008:170
29929,{},ARGEX5-5-jur,,,116,563,3,Fargetti 2001:133
29930,{},ARGEX5-5-kay,,,159,563,3,Seki 2000:109
29931,{},ARGEX5-5-knm,,,118,563,3,
29932,{},ARGEX5-5-ktn,,,128,563,3,Everett 2006:304
29933,{},ARGEX5-5-kwa,,,89,563,3,Martins 2004:499
29934,{},ARGEX5-5-kwi,,,92,563,3,Curnow 1997:65
29935,{},ARGEX5-5-kxo,,,22,563,3,Bacelar 2004:230
29936,{},ARGEX5-5-lec,,,64,563,3,van de Kerke 2006:186
29937,{},ARGEX5-5-lkd,,,13,563,3,Telles 2002:151
29938,{},ARGEX5-5-mav,,,156,563,3,
29939,{},ARGEX5-5-mcf,,,112,563,3,Fleck 2003:831
29940,{},ARGEX5-5-moc,,,67,563,3,Gualdieri 1998:97
29941,{},ARGEX5-5-mpu,,,164,563,3,Braga 2005:136
29942,{},ARGEX5-5-mtp,,,124,563,3,
29943,{},ARGEX5-5-myr,,,134,563,3,
29944,{},ARGEX5-5-myu,,,30,563,3,
29945,{},ARGEX5-5-mzp,,,155,563,3,Haude 2006:281
29946,{},ARGEX5-5-omc,,,61,563,3,
29947,{},ARGEX5-5-pab,,,150,563,3,
29948,{},ARGEX5-5-pav,,,147,563,3,Everett and Kern 1997:3
29949,{},ARGEX5-5-pbb,,,37,563,3,Jung 2008:136
29950,{},ARGEX5-5-plg,,,72,563,3,Vidal 2001:135
29951,{},ARGEX5-5-pui,,,65,563,3,Girón 2008:351-354
29952,{},ARGEX5-5-qub,,,73,563,3,Weber 1989:179
29953,{},ARGEX5-5-quh,,,75,563,3,
29954,{},ARGEX5-5-qup,,,62,563,3,
29955,{},ARGEX5-5-qus,,,44,563,3,
29956,{},ARGEX5-5-quw,,,66,563,3,fieldnotes
29957,{},ARGEX5-5-qux,,,57,563,3,Taylor 1986
29958,{},ARGEX5-5-quy,,,53,563,3,"Parker 1969:39,41"
29959,{},ARGEX5-5-quz,,,70,563,3,Cusihuaman 1976
29960,{},ARGEX5-5-qvc,,,5,563,3,
29961,{},ARGEX5-5-qvi,,,8,563,3,Cole 1982
29962,{},ARGEX5-5-qvn,,,2,563,3,Adelaar 1977
29963,{},ARGEX5-5-qvp,,,7,563,3,
29964,{},ARGEX5-5-qvs,,,59,563,3,
29965,{},ARGEX5-5-qwh,,,149,563,3,Parker 1976
29966,{},ARGEX5-5-qxl,,,31,563,3,Muysken fieldnotes
29967,{},ARGEX5-5-qxw,,,81,563,3,Cerron Palomino 1976
29968,{},ARGEX5-5-ram,,,111,563,3,Castro Alves 2004:108
29969,{},ARGEX5-5-rkb,,,96,563,3,Silva 2011:250
29970,{},ARGEX5-5-sae,,,136,563,3,Antunes 2004:183
29971,{},ARGEX5-5-shb,,,34,563,3,"Ferreira, p.c. 11-06-12"
29972,{},ARGEX5-5-shp,,,103,563,3,Valenzuela 2003:325
29973,{},ARGEX5-5-skf,,,15,563,3,Galucio 2001:219
29974,{},ARGEX5-5-tae,,,139,563,3,Aikhenvald 2003:145-148
29975,{},ARGEX5-5-teh,,,40,563,3,Fernández Garay 1998:346
29976,{},ARGEX5-5-tpj,,,137,563,3,
29977,{},ARGEX5-5-tpy,,,165,563,3,"Guirardello 1999:85, ft.29"
29978,{},ARGEX5-5-tri,,,82,563,3,Meira 1999:150
29979,{},ARGEX5-5-txi,,,91,563,3,
29980,{},ARGEX5-5-ura,,,162,563,3,
29981,{},ARGEX5-5-ure,,,160,563,3,
29982,{},ARGEX5-5-wba,,,25,563,3,Romero-Figeroa 1997:8
29983,{},ARGEX5-5-wyr,,,158,563,3,
29984,{},ARGEX5-5-xav,,,95,563,3,Machado Estevam 2011:66
29985,{},ARGEX5-5-xwa,,,131,563,3,van der Voort 2004:107
29986,{},ARGEX5-5-yaa,,,108,563,3,Faust and Loos 2002:79
29987,{},ARGEX5-5-yrl,,,102,563,3,
29988,{},ARGEX5-5-yuz,,,77,563,3,van Gijn 2006:10
29989,{},ARGEX5-6-agr,,,166,552,3,Overall 2007:214
29990,{},ARGEX5-6-ame,,,24,552,3,Duff-Tripp 1997:35
29991,{},ARGEX5-6-apu,,,94,552,3,Facundes 2000:457
29992,{},ARGEX5-6-apy,,,90,552,3,Koehn and Koehn 1986:84
29993,{},ARGEX5-6-arh,,,47,552,3,Frank 1985:49
29994,{},ARGEX5-6-arn,,,50,552,3,Smeets 2008:61-67
29995,{},ARGEX5-6-arr,,,41,552,3,Gabas 1999:152
29996,{},ARGEX5-6-arw,,,43,552,3,
29997,{},ARGEX5-6-awe,,,100,552,3,Borella 2000:170
29998,{},ARGEX5-6-ayr,,,130,552,3,"Cerrón-Palomino y Carvajal Carvajal 2009:189, ft1"
29999,{},ARGEX5-6-boa,,,86,552,3,Seifart 2005:65
30000,{},ARGEX5-6-bor,,,80,552,3,Crowell 1979:27-29
30001,{},ARGEX5-6-brg,,,98,552,3,Danielsen 2007:332-336
30002,{},ARGEX5-6-cap,,,42,552,3,Cerrón Palomino 2009:53_
30003,{},ARGEX5-6-cas,,,123,552,3,Sakel 2004:63
30004,{},ARGEX5-6-cav,,,127,552,3,Guillaume 2008:92
30005,{},ARGEX5-6-caw,,,126,552,3,Girault 1989:151
30006,{},ARGEX5-6-cbg,,,132,552,3,Trillos Amaya 1996:108
30007,{},ARGEX5-6-cbt,,,141,552,3,Rojas Berscia 2013:58-60
30008,{},ARGEX5-6-cht,,,105,552,3,
30009,{},ARGEX5-6-cod,,,83,552,3,Vallejos Yopán 2010:44
30010,{},ARGEX5-6-cof,,,85,552,3,Dickinson 2002:227
30011,{},ARGEX5-6-cub,,,16,552,3,Morse and Maxwell 1999:110
30012,{},ARGEX5-6-des,,,125,552,3,Miller 1999:057
30013,{},ARGEX5-6-eme,,,29,552,3,Rose 2003:614
30014,{},ARGEX5-6-emp,,,36,552,3,Mortensen 1999:49-50
30015,{},ARGEX5-6-gta,,,10,552,3,
30016,{},ARGEX5-6-gvo,,,52,552,3,BOLD:
30017,{},ARGEX5-6-hix,,,23,552,3,Derbyshire 1979:126
30018,{},ARGEX5-6-inb,,,145,552,3,Levinsohn 1974
30019,{},ARGEX5-6-ito,,,1,552,3,Crevels 2010:679
30020,{},ARGEX5-6-jaa,,,19,552,3,Dixon 2004:282
30021,{},ARGEX5-6-jqr,,,28,552,3,Hardman 2000:15
30022,{},ARGEX5-6-jup,,,163,552,3,Epps 2008:167
30023,{},ARGEX5-6-jur,,,116,552,3,Fargetti 2001:133
30024,{},ARGEX5-6-kay,,,159,552,3,Seki 2000:109
30025,{},ARGEX5-6-knm,,,118,552,3,dos Anjos 2011:202
30026,{},ARGEX5-6-ktn,,,128,552,3,Everett 2006:304
30027,{},ARGEX5-6-kwa,,,89,552,3,Martins 2004:199-201
30028,{},ARGEX5-6-kwi,,,92,552,3,Curnow 1997:64-65
30029,{},ARGEX5-6-kxo,,,22,552,3,Bacelar 2004:230
30030,{},ARGEX5-6-lec,,,64,552,3,van de Kerke 2009:298
30031,{},ARGEX5-6-lkd,,,13,552,3,Telles 2002:352-355
30032,{},ARGEX5-6-mav,,,156,552,3,
30033,{},ARGEX5-6-mcf,,,112,552,3,Fleck 2003:856
30034,{},ARGEX5-6-moc,,,67,552,3,Gualdieri 1998:97
