ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contributor,Reference,Example_Reference
TAME3-1-mav,mav,TAME3-1,1,TAME3-1-PAR,,gdasilvasateremawe,Neele Müller 2013-06-27,"Silva 2010:136, 208",
TAME3-2-mav,mav,TAME3-2,2,TAME3-2-NK,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME3-3-mav,mav,TAME3-3,3,TAME3-3-NK,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME3-4-mav,mav,TAME3-4,4,TAME3-4-PAR,,gdasilvasateremawe,Neele Müller 2013-06-27,"Silva 2010:137, 208",
TAME3-5-mav,mav,TAME3-5,5,TAME3-5-PAR,also by repetition of verbal root,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010:138,
TAME3-6-mav,mav,TAME3-6,6,TAME3-6-NK,Certainty: a particle i which Silva classifies as repetitive or continuative,gdasilvasateremawe,Neele Müller 2013-06-27,"Silva 2010:139, 209",
TAME3-7-mav,mav,TAME3-7,7,TAME3-7-PAR,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010:209,
TAME3-8-mav,mav,TAME3-8,8,TAME3-8-NK,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME4-1-mav,mav,TAME4-1,1,TAME4-1-N,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME4-2-mav,mav,TAME4-2,2,TAME4-2-N,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME4-3-mav,mav,TAME4-3,3,TAME4-3-PAR,particle so,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010:211,
TAME4-4-mav,mav,TAME4-4,4,TAME4-4-N,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME4-5-mav,mav,TAME4-5,5,TAME4-5-PAR,particle neke,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010:213,
TAME4-6-mav,mav,TAME4-6,6,TAME4-6-N,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
TAME4-7-mav,mav,TAME4-7,7,TAME4-7-N,,gdasilvasateremawe,Neele Müller 2013-06-27,Silva 2010,
ICS1-mbp,mbp,ICS1,0,ICS1-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS10-mbp,mbp,ICS10,0,ICS10-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS11-mbp,mbp,ICS11,0,ICS11-0,,,Loretta O'Connor 2012-11-01,,
ICS12-mbp,mbp,ICS12,0,ICS12-0,,,Loretta O'Connor 2012-11-01,,
ICS13-mbp,mbp,ICS13,1,ICS13-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS14-mbp,mbp,ICS14,1,ICS14-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS15-mbp,mbp,ICS15,0,ICS15-0,,,Loretta O'Connor 2012-11-01,,
ICS16-mbp,mbp,ICS16,0,ICS16-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS17-mbp,mbp,ICS17,1,ICS17-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS18-mbp,mbp,ICS18,0,ICS18-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS19-mbp,mbp,ICS19,0,ICS19-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS2-mbp,mbp,ICS2,0,ICS2-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS20-mbp,mbp,ICS20,0,ICS20-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS21-mbp,mbp,ICS21,0,ICS21-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS22-mbp,mbp,ICS22,1,ICS22-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS23-mbp,mbp,ICS23,0,ICS23-0,,,Loretta O'Connor 2012-11-01,,
ICS24-mbp,mbp,ICS24,1,ICS24-1,,,Loretta O'Connor 2012-11-01,,
ICS25-mbp,mbp,ICS25,1,ICS25-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS26-mbp,mbp,ICS26,0,ICS26-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS27-mbp,mbp,ICS27,1,ICS27-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS28-mbp,mbp,ICS28,1,ICS28-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS29-mbp,mbp,ICS29,1,ICS29-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS3-mbp,mbp,ICS3,0,ICS3-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS30-mbp,mbp,ICS30,1,ICS30-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS31-mbp,mbp,ICS31,1,ICS31-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS32-mbp,mbp,ICS32,1,ICS32-1,,,Loretta O'Connor 2012-11-01,,
ICS33-mbp,mbp,ICS33,0,ICS33-0,,,Loretta O'Connor 2012-11-01,,
ICS34-mbp,mbp,ICS34,1,ICS34-1,,,Loretta O'Connor 2012-11-01,,
ICS35-mbp,mbp,ICS35,1,ICS35-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS36-mbp,mbp,ICS36,1,ICS36-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS37-mbp,mbp,ICS37,1,ICS37-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS38-mbp,mbp,ICS38,1,ICS38-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS39-mbp,mbp,ICS39,1,ICS39-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS4-mbp,mbp,ICS4,1,ICS4-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS40-mbp,mbp,ICS40,1,ICS40-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS41-mbp,mbp,ICS41,1,ICS41-1,,,Loretta O'Connor 2012-11-01,,
ICS42-mbp,mbp,ICS42,1,ICS42-1,,,Loretta O'Connor 2012-11-01,,
ICS43-mbp,mbp,ICS43,1,ICS43-1,,,Loretta O'Connor 2012-11-01,,
ICS44-mbp,mbp,ICS44,1,ICS44-1,,,Loretta O'Connor 2012-11-01,,
ICS5-mbp,mbp,ICS5,0,ICS5-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS6-mbp,mbp,ICS6,0,ICS6-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS7-mbp,mbp,ICS7,0,ICS7-0,,,Loretta O'Connor 2012-11-01,,
ICS8-mbp,mbp,ICS8,0,ICS8-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICS9-mbp,mbp,ICS9,0,ICS9-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU1-mbp,mbp,ICU1,0,ICU1-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU10-mbp,mbp,ICU10,0,ICU10-0,,,Loretta O'Connor 2012-11-01,,
ICU11-mbp,mbp,ICU11,1,ICU11-1,,,Loretta O'Connor 2012-11-01,,
ICU12-mbp,mbp,ICU12,0,ICU12-0,,,Loretta O'Connor 2012-11-01,,
ICU13-mbp,mbp,ICU13,0,ICU13-0,,,Loretta O'Connor 2012-11-01,,
ICU14-mbp,mbp,ICU14,0,ICU14-0,,,Loretta O'Connor 2012-11-01,,
ICU15-mbp,mbp,ICU15,1,ICU15-1,,,Loretta O'Connor 2012-11-01,,
ICU16-mbp,mbp,ICU16,0,ICU16-0,,,Loretta O'Connor 2012-11-01,,
ICU17-mbp,mbp,ICU17,0,ICU17-0,,,Loretta O'Connor 2012-11-01,,
ICU18-mbp,mbp,ICU18,0,ICU18-0,,,Loretta O'Connor 2012-11-01,,
ICU19-mbp,mbp,ICU19,0,ICU19-0,,,Loretta O'Connor 2012-11-01,,
ICU2-mbp,mbp,ICU2,0,ICU2-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU20-mbp,mbp,ICU20,1,ICU20-1,,,Loretta O'Connor 2012-11-01,,
ICU21-mbp,mbp,ICU21,0,ICU21-0,,,Loretta O'Connor 2012-11-01,,
ICU22-mbp,mbp,ICU22,1,ICU22-1,,,Loretta O'Connor 2012-11-01,,
ICU23-mbp,mbp,ICU23,0,ICU23-0,,,Loretta O'Connor 2012-11-01,,
ICU24-mbp,mbp,ICU24,0,ICU24-0,,,Loretta O'Connor 2012-11-01,,
ICU25-mbp,mbp,ICU25,1,ICU25-1,,,Loretta O'Connor 2012-11-01,,
ICU26-mbp,mbp,ICU26,0,ICU26-0,,,Loretta O'Connor 2012-11-01,,
ICU27-mbp,mbp,ICU27,0,ICU27-0,,,Loretta O'Connor 2012-11-01,,
ICU28-mbp,mbp,ICU28,1,ICU28-1,,,Loretta O'Connor 2012-11-01,,
ICU29-mbp,mbp,ICU29,1,ICU29-1,,,Loretta O'Connor 2012-11-01,,
ICU3-mbp,mbp,ICU3,1,ICU3-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU30-mbp,mbp,ICU30,0,ICU30-0,,,Loretta O'Connor 2012-11-01,,
ICU31-mbp,mbp,ICU31,0,ICU31-0,,,Loretta O'Connor 2012-11-01,,
ICU32-mbp,mbp,ICU32,0,ICU32-0,,,Loretta O'Connor 2012-11-01,,
ICU33-mbp,mbp,ICU33,1,ICU33-1,,,Loretta O'Connor 2012-11-01,,
ICU34-mbp,mbp,ICU34,0,ICU34-0,,,Loretta O'Connor 2012-11-01,,
ICU35-mbp,mbp,ICU35,1,ICU35-1,,,Loretta O'Connor 2012-11-01,,
ICU36-mbp,mbp,ICU36,1,ICU36-1,,,Loretta O'Connor 2012-11-01,,
ICU37-mbp,mbp,ICU37,0,ICU37-0,,,Loretta O'Connor 2012-11-01,,
ICU38-mbp,mbp,ICU38,0,ICU38-0,,,Loretta O'Connor 2012-11-01,,
ICU39-mbp,mbp,ICU39,1,ICU39-1,,,Loretta O'Connor 2012-11-01,,
ICU4-mbp,mbp,ICU4,0,ICU4-0,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU40-mbp,mbp,ICU40,0,ICU40-0,,,Loretta O'Connor 2012-11-01,,
ICU41-mbp,mbp,ICU41,1,ICU41-1,,,Loretta O'Connor 2012-11-01,,
ICU42-mbp,mbp,ICU42,1,ICU42-1,,,Loretta O'Connor 2012-11-01,,
ICU43-mbp,mbp,ICU43,0,ICU43-0,,,Loretta O'Connor 2012-11-01,,
ICU44-mbp,mbp,ICU44,0,ICU44-0,,,Loretta O'Connor 2012-11-01,,
ICU45-mbp,mbp,ICU45,1,ICU45-1,,,Loretta O'Connor 2012-11-01,,
ICU46-mbp,mbp,ICU46,0,ICU46-0,,,Loretta O'Connor 2012-11-01,,
ICU5-mbp,mbp,ICU5,1,ICU5-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU6-mbp,mbp,ICU6,1,ICU6-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU7-mbp,mbp,ICU7,1,ICU7-1,,hvtypconstenlaintermedia,Loretta O'Connor 2012-11-01,Constenla Umaña 1991:190-204,
ICU8-mbp,mbp,ICU8,1,ICU8-1,,,Loretta O'Connor 2012-11-01,,
ICU9-mbp,mbp,ICU9,0,ICU9-0,,,Loretta O'Connor 2012-11-01,,
NP1-mca,mca,NP1,VS,NP1-VS,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 136, 140",
NP10-mca,mca,NP10,1,NP10-1,"Not very obvious but ex. 450 suggests that relative clauses are participial, also  agentive G 222",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 225",
NP1010-mca,mca,NP1010,0,NP1010-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1011-mca,mca,NP1011,?,NP1011-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1012-mca,mca,NP1012,?,NP1012-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1013-mca,mca,NP1013,?,NP1013-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1014-mca,mca,NP1014,?,NP1014-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1015-mca,mca,NP1015,?,NP1015-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1020-mca,mca,NP1020,0,NP1020-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1021-mca,mca,NP1021,?,NP1021-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1022-mca,mca,NP1022,?,NP1022-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1023-mca,mca,NP1023,?,NP1023-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP1024-mca,mca,NP1024,?,NP1024-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP11-mca,mca,NP11,0,NP11-0,It looks like there is a complementizer with a main tense dependent clause,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 203",
NP110-mca,mca,NP110,A,NP110-A,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 153",
NP12-mca,mca,NP12,0,NP12-0,It looks like there is a complementizer with a main tense dependent clause,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 203",
NP120-mca,mca,NP120,A,NP120-A,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP13-mca,mca,NP13,2,NP13-2,It seems there is an element 'other' that combines with demonstratives to get an indefinite pronoun,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 173",
NP130-mca,mca,NP130,A,NP130-A,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 155",
NP140-mca,mca,NP140,A,NP140-A,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP150-mca,mca,NP150,A,NP150-A,Exemple 450 suggests that relative clauses precede the head,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 225",
NP160-mca,mca,NP160,?,NP160-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP2-mca,mca,NP2,SVO,NP2-SVO,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 133, 140",
NP210-mca,mca,NP210,1,NP210-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP211-mca,mca,NP211,1,NP211-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP212-mca,mca,NP212,1,NP212-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP213-mca,mca,NP213,0,NP213-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP220-mca,mca,NP220,1,NP220-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP221-mca,mca,NP221,1,NP221-1,The noun is marked with plural,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 154",
NP222-mca,mca,NP222,0,NP222-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP223-mca,mca,NP223,0,NP223-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP230-mca,mca,NP230,1,NP230-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 153",
NP231-mca,mca,NP231,1,NP231-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 153",
NP232-mca,mca,NP232,1,NP232-1,"Onlywith a singular head, not in plural",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 153",
NP233-mca,mca,NP233,0,NP233-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP301-mca,mca,NP301,A,NP301-A,"Not explicitly stated, but examples suggest no",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP302-mca,mca,NP302,B,NP302-B,"Examples suggest that the marker for close to speaker, but not within hand space is normally used",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP303-mca,mca,NP303,D,NP303-D,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 177",
NP304-mca,mca,NP304,N/A,NP304-NA,"Six demonstratives that include closseness, sight, absence",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 165",
NP305-mca,mca,NP305,4,NP305-4,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 165",
NP306-mca,mca,NP306,1,NP306-1,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 165",
NP307-mca,mca,NP307,0,NP307-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP308-mca,mca,NP308,0,NP308-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP309-mca,mca,NP309,0,NP309-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP310-mca,mca,NP310,0,NP310-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP311-mca,mca,NP311,0,NP311-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP312-mca,mca,NP312,0,NP312-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP313-mca,mca,NP313,0,NP313-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP314-mca,mca,NP314,A,NP314-A,"Gender and plural may be marked, if needed",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP315-mca,mca,NP315,?,NP315-NK,Not mentioned,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP316-mca,mca,NP316,?,NP316-NK,Not mentioned,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP317-mca,mca,NP317,?,NP317-NK,Not mentioned,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP4-mca,mca,NP4,0,NP4-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 161",
NP401-mca,mca,NP401,A,NP401-A,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 155",
NP402-mca,mca,NP402,B,NP402-B,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 155",
NP403-mca,mca,NP403,A,NP403-A,"Example 412, there is no independent marking of the possessor",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP404-mca,mca,NP404,B,NP404-B,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 149",
NP405-mca,mca,NP405,1,NP405-1,inalienables,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP406-mca,mca,NP406,1,NP406-1,Alienable nouns are normally preceded by an prefix ߝqV preceded by the person marker,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 149",
NP407-mca,mca,NP407,1,NP407-1,Also used for domesticated plants. Also marked for plural,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 156",
NP408-mca,mca,NP408,0,NP408-0,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP409-mca,mca,NP409,?,NP409-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP5-mca,mca,NP5,1,NP5-1,"3 posture verbs are used; vertical, non vertical, lateral",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires G 141",
NP501-mca,mca,NP501,?,NP501-NK,"Adjectives not separately treated, but they seem to exist as an underived class (2?)",,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP502-mca,mca,NP502,?,NP502-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
NP503-mca,mca,NP503,?,NP503-NK,,,Simon van de Kerke 2013-10-01,"Gerzenstein, A. (1994) Lengua Maká Estudio descriptivo, Archivo de Lenguas Indoamericanas, Universidad de Buenos Aires",
