ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contributor,Reference,Example_Reference
ARW4-5-07-wau,wau,ARW4-5-07,5,ARW4-5-07-1,,,Swintha Danielsen 2008-05-25,,
ARW40-wau,wau,ARW40,0,ARW40-0,,,Swintha Danielsen 2008-05-25,,
ARW41-wau,wau,ARW41,1,ARW41-1,,,Swintha Danielsen 2008-05-25,,
ARW42-wau,wau,ARW42,0,ARW42-0,,,Swintha Danielsen 2008-05-25,,
ARW43-wau,wau,ARW43,0,ARW43-0,,,Swintha Danielsen 2008-05-25,,
ARW44-wau,wau,ARW44,0,ARW44-0,,,Swintha Danielsen 2008-05-25,,
ARW45-wau,wau,ARW45,0,ARW45-0,,,Swintha Danielsen 2008-05-25,,
ARW46-wau,wau,ARW46,1,ARW46-1,,,Swintha Danielsen 2008-05-25,,
ARW47-wau,wau,ARW47,1,ARW47-1,,,Swintha Danielsen 2008-05-25,,
ARW48-wau,wau,ARW48,0,ARW48-0,,,Swintha Danielsen 2008-05-25,,
ARW49-wau,wau,ARW49,0,ARW49-0,,,Swintha Danielsen 2008-05-25,,
ARW5-wau,wau,ARW5,1,ARW5-1,,,Swintha Danielsen 2008-05-25,,
ARW5-2-01-wau,wau,ARW5-2-01,2,ARW5-2-01-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-02-wau,wau,ARW5-2-02,2,ARW5-2-02-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-03-wau,wau,ARW5-2-03,2,ARW5-2-03-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-04-wau,wau,ARW5-2-04,2,ARW5-2-04-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-05-wau,wau,ARW5-2-05,2,ARW5-2-05-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-06-wau,wau,ARW5-2-06,2,ARW5-2-06-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-07-wau,wau,ARW5-2-07,2,ARW5-2-07-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-08-wau,wau,ARW5-2-08,2,ARW5-2-08-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-09-wau,wau,ARW5-2-09,2,ARW5-2-09-NK,,,Swintha Danielsen 2008-05-25,,
ARW5-2-10-wau,wau,ARW5-2-10,2,ARW5-2-10-1,,,Swintha Danielsen 2008-05-25,,
ARW5-2-11-wau,wau,ARW5-2-11,2,ARW5-2-11-1,,,Swintha Danielsen 2008-05-25,,
ARW5-2-12-wau,wau,ARW5-2-12,2,ARW5-2-12-NK,,,Swintha Danielsen 2008-05-25,,
ARW50-wau,wau,ARW50,0,ARW50-0,,,Swintha Danielsen 2008-05-25,,
ARW51-wau,wau,ARW51,0,ARW51-0,,,Swintha Danielsen 2008-05-25,,
ARW52-wau,wau,ARW52,0,ARW52-0,,,Swintha Danielsen 2008-05-25,,
ARW53-wau,wau,ARW53,1,ARW53-1,only -i,,Swintha Danielsen 2008-05-25,,
ARW54-wau,wau,ARW54,1,ARW54-1,,,Swintha Danielsen 2008-05-25,,
ARW55-wau,wau,ARW55,0,ARW55-0,,,Swintha Danielsen 2008-05-25,,
ARW56-wau,wau,ARW56,0,ARW56-0,,,Swintha Danielsen 2008-05-25,,
ARW57-wau,wau,ARW57,0,ARW57-0,,,Swintha Danielsen 2008-05-25,,
ARW58-wau,wau,ARW58,0,ARW58-0,,,Swintha Danielsen 2008-05-25,,
ARW59-wau,wau,ARW59,0,ARW59-0,,,Swintha Danielsen 2008-05-25,,
ARW6-wau,wau,ARW6,?,ARW6-NK,,,Swintha Danielsen 2008-05-25,,
ARW60-wau,wau,ARW60,0,ARW60-0,,,Swintha Danielsen 2008-05-25,,
ARW61-wau,wau,ARW61,0,ARW61-0,,,Swintha Danielsen 2008-05-25,,
ARW62-wau,wau,ARW62,0,ARW62-0,,,Swintha Danielsen 2008-05-25,,
ARW63-wau,wau,ARW63,0,ARW63-0,,,Swintha Danielsen 2008-05-25,,
ARW64-wau,wau,ARW64,0,ARW64-0,,,Swintha Danielsen 2008-05-25,,
ARW65-wau,wau,ARW65,1,ARW65-1,,,Swintha Danielsen 2008-05-25,,
ARW66-wau,wau,ARW66,1,ARW66-1,,,Swintha Danielsen 2008-05-25,,
ARW67-wau,wau,ARW67,1,ARW67-1,,,Swintha Danielsen 2008-05-25,,
ARW68-wau,wau,ARW68,0,ARW68-0,,,Swintha Danielsen 2008-05-25,,
ARW69-wau,wau,ARW69,1,ARW69-1,-nau,,Swintha Danielsen 2008-05-25,,
ARW7-wau,wau,ARW7,?,ARW7-NK,,,Swintha Danielsen 2008-05-25,,
ARW70-wau,wau,ARW70,0,ARW70-0,,,Swintha Danielsen 2008-05-25,,
ARW71-wau,wau,ARW71,?,ARW71-NK,,,Swintha Danielsen 2008-05-25,,
ARW72-wau,wau,ARW72,1,ARW72-1,,,Swintha Danielsen 2008-05-25,,
ARW73-wau,wau,ARW73,1,ARW73-1,,,Swintha Danielsen 2008-05-25,,
ARW8-wau,wau,ARW8,0,ARW8-0,,,Swintha Danielsen 2008-05-25,,
ARW9-wau,wau,ARW9,0,ARW9-0,,,Swintha Danielsen 2008-05-25,,
ICS1-wau,wau,ICS1,0,ICS1-0,,,Swintha Danielsen 2008-05-25,,
ICS10-wau,wau,ICS10,1,ICS10-1,,,Swintha Danielsen 2008-05-25,,
ICS13-wau,wau,ICS13,1,ICS13-1,,,Swintha Danielsen 2008-05-25,,
ICS14-wau,wau,ICS14,1,ICS14-1,,,Swintha Danielsen 2008-05-25,,
ICS16-wau,wau,ICS16,0,ICS16-0,,,Swintha Danielsen 2008-05-25,,
ICS17-wau,wau,ICS17,1,ICS17-1,,,Swintha Danielsen 2008-05-25,,
ICS18-wau,wau,ICS18,1,ICS18-1,,,Swintha Danielsen 2008-05-25,,
ICS19-wau,wau,ICS19,1,ICS19-1,,,Swintha Danielsen 2008-05-25,,
ICS20-wau,wau,ICS20,0,ICS20-0,,,Swintha Danielsen 2008-05-25,,
ICS21-wau,wau,ICS21,0,ICS21-0,,,Swintha Danielsen 2008-05-25,,
ICS25-wau,wau,ICS25,1,ICS25-1,,,Swintha Danielsen 2008-05-25,,
ICS26-wau,wau,ICS26,0,ICS26-0,,,Swintha Danielsen 2008-05-25,,
ICS27-wau,wau,ICS27,1,ICS27-1,,,Swintha Danielsen 2008-05-25,,
ICS28-wau,wau,ICS28,0,ICS28-0,,,Swintha Danielsen 2008-05-25,,
ICS29-wau,wau,ICS29,0,ICS29-0,,,Swintha Danielsen 2008-05-25,,
ICS3-wau,wau,ICS3,0,ICS3-0,,,Swintha Danielsen 2008-05-25,,
ICS30-wau,wau,ICS30,1,ICS30-1,,,Swintha Danielsen 2008-05-25,,
ICS31-wau,wau,ICS31,1,ICS31-1,,,Swintha Danielsen 2008-05-25,,
ICS37-wau,wau,ICS37,0,ICS37-0,,,Swintha Danielsen 2008-05-25,,
ICS4-wau,wau,ICS4,0,ICS4-0,,,Swintha Danielsen 2008-05-25,,
ICS40-wau,wau,ICS40,1,ICS40-1,,,Swintha Danielsen 2008-05-25,,
ICS5-wau,wau,ICS5,1,ICS5-1,,,Swintha Danielsen 2008-05-25,,
ICS6-wau,wau,ICS6,0,ICS6-0,,,Swintha Danielsen 2008-05-25,,
ICS8-wau,wau,ICS8,0,ICS8-0,,,Swintha Danielsen 2008-05-25,,
ICS9-wau,wau,ICS9,0,ICS9-0,,,Swintha Danielsen 2008-05-25,,
ICU1-wau,wau,ICU1,0,ICU1-0,,,Swintha Danielsen 2008-05-25,,
ICU2-wau,wau,ICU2,0,ICU2-0,,,Swintha Danielsen 2008-05-25,,
ICU3-wau,wau,ICU3,1,ICU3-1,,,Swintha Danielsen 2008-05-25,,
ICU4-wau,wau,ICU4,0,ICU4-0,,,Swintha Danielsen 2008-05-25,,
ICU5-wau,wau,ICU5,1,ICU5-1,,,Swintha Danielsen 2008-05-25,,
ICU6-wau,wau,ICU6,1,ICU6-1,,,Swintha Danielsen 2008-05-25,,
ICU7-wau,wau,ICU7,1,ICU7-1,,,Swintha Danielsen 2008-05-25,,
ARGEX1-1-wba,wba,ARGEX1-1,1,ARGEX1-1-A,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:5,
ARGEX1-2-wba,wba,ARGEX1-2,2,ARGEX1-2-F,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:5,
ARGEX1-3-wba,wba,ARGEX1-3,3,ARGEX1-3-A,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:5,
ARGEX1-4-wba,wba,ARGEX1-4,4,ARGEX1-4-F,,gromerofigeroawarao,Joshua Birchall 2013-12-16,"Romero-Figeroa 1997:5, 45",
ARGEX10-1-wba,wba,ARGEX10-1,1,ARGEX10-1-1,marker yori- for both reciprocal and reflexive,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:32-33,
ARGEX10-2-wba,wba,ARGEX10-2,2,ARGEX10-2-0,,,Joshua Birchall 2013-12-16,,
ARGEX10-3-wba,wba,ARGEX10-3,3,ARGEX10-3-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:32-33,
ARGEX11-1-wba,wba,ARGEX11-1,1,ARGEX11-1-1,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:32-33,
ARGEX11-2-wba,wba,ARGEX11-2,2,ARGEX11-2-0,,,Joshua Birchall 2013-12-16,,
ARGEX11-3-wba,wba,ARGEX11-3,3,ARGEX11-3-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:32-33,
ARGEX11-4-wba,wba,ARGEX11-4,4,ARGEX11-4-1,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:32-33,
ARGEX12-1-wba,wba,ARGEX12-1,1,ARGEX12-1-NK,,,Joshua Birchall 2013-12-16,,
ARGEX12-1-1-wba,wba,ARGEX12-1-1,1,ARGEX12-1-1-NK,,,Joshua Birchall 2013-12-16,,
ARGEX2-1-wba,wba,ARGEX2-1,1,ARGEX2-1-B,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-65,
ARGEX2-1-1-wba,wba,ARGEX2-1-1,1,ARGEX2-1-1-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:7,
ARGEX2-10-wba,wba,ARGEX2-10,10,ARGEX2-10-0,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:9-10,
ARGEX2-10-1-wba,wba,ARGEX2-10-1,10,ARGEX2-10-1-0,,,Joshua Birchall 2013-12-16,,
ARGEX2-11-wba,wba,ARGEX2-11,11,ARGEX2-11-B,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-67,
ARGEX2-12-wba,wba,ARGEX2-12,12,ARGEX2-12-C,,,Joshua Birchall 2013-12-16,,
ARGEX2-13-wba,wba,ARGEX2-13,13,ARGEX2-13-B,,,Joshua Birchall 2013-12-16,,
ARGEX2-14-wba,wba,ARGEX2-14,14,ARGEX2-14-0,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-67,
ARGEX2-15-wba,wba,ARGEX2-15,15,ARGEX2-15-A,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-67,
ARGEX2-2-wba,wba,ARGEX2-2,2,ARGEX2-2-B,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:103,
ARGEX2-3-wba,wba,ARGEX2-3,3,ARGEX2-3-E,,,Joshua Birchall 2013-12-16,,
ARGEX2-4-wba,wba,ARGEX2-4,4,ARGEX2-4-B,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-65,
ARGEX2-4-1-wba,wba,ARGEX2-4-1,4,ARGEX2-4-1-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:7,
ARGEX2-5-wba,wba,ARGEX2-5,5,ARGEX2-5-B,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-65,
ARGEX2-6-wba,wba,ARGEX2-6,6,ARGEX2-6-E,,,Joshua Birchall 2013-12-16,,
ARGEX2-7-wba,wba,ARGEX2-7,7,ARGEX2-7-A,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:65-67,
ARGEX2-7-1-wba,wba,ARGEX2-7-1,7,ARGEX2-7-1-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:9,
ARGEX2-8-wba,wba,ARGEX2-8,8,ARGEX2-8-D,"only distinguish 1sg, 2sg and 1pl",gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:65-67,
ARGEX2-9-wba,wba,ARGEX2-9,9,ARGEX2-9-E,,,Joshua Birchall 2013-12-16,,
ARGEX3-1-wba,wba,ARGEX3-1,1,ARGEX3-1-0,,,Joshua Birchall 2013-12-16,,
ARGEX3-1-1-wba,wba,ARGEX3-1-1,1,ARGEX3-1-1-NA,,,Joshua Birchall 2013-12-16,,
ARGEX3-1-2-wba,wba,ARGEX3-1-2,1,ARGEX3-1-2-NA,,,Joshua Birchall 2013-12-16,,
ARGEX3-1-3-wba,wba,ARGEX3-1-3,1,ARGEX3-1-3-NA,,,Joshua Birchall 2013-12-16,,
ARGEX4-1-wba,wba,ARGEX4-1,1,ARGEX4-1-0,,,Joshua Birchall 2013-12-16,,
ARGEX4-1-1-wba,wba,ARGEX4-1-1,1,ARGEX4-1-1-NA,,,Joshua Birchall 2013-12-16,,
ARGEX4-1-2-wba,wba,ARGEX4-1-2,1,ARGEX4-1-2-NA,,,Joshua Birchall 2013-12-16,,
ARGEX4-1-3-wba,wba,ARGEX4-1-3,1,ARGEX4-1-3-NA,,,Joshua Birchall 2013-12-16,,
ARGEX4-1-4-wba,wba,ARGEX4-1-4,1,ARGEX4-1-4-NA,,,Joshua Birchall 2013-12-16,,
ARGEX5-1-wba,wba,ARGEX5-1,1,ARGEX5-1-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:8,
ARGEX5-2-wba,wba,ARGEX5-2,2,ARGEX5-2-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:8,
ARGEX5-3-wba,wba,ARGEX5-3,3,ARGEX5-3-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:9,
ARGEX5-4-wba,wba,ARGEX5-4,4,ARGEX5-4-B,Indirect objects can be marked by either a suffix -isi/-to/-ma or as the object of a postposition saba.  considered the primary strategy for recipient marking,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:9,
ARGEX5-5-wba,wba,ARGEX5-5,5,ARGEX5-5-D,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:8,
ARGEX5-6-wba,wba,ARGEX5-6,6,ARGEX5-6-C,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:8,
ARGEX5-7-wba,wba,ARGEX5-7,7,ARGEX5-7-A,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:64-67,
ARGEX5-8-wba,wba,ARGEX5-8,8,ARGEX5-8-A,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:9,
ARGEX5-9-wba,wba,ARGEX5-9,9,ARGEX5-9-B,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:45-47,
ARGEX6-1-wba,wba,ARGEX6-1,1,ARGEX6-1-1,marker e- or i-,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:94,
ARGEX6-1-1-wba,wba,ARGEX6-1-1,1,ARGEX6-1-1-0,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:94,
ARGEX6-1-2-wba,wba,ARGEX6-1-2,1,ARGEX6-1-2-C,"states in text that 'causee fills the indirect object slot introduced by either the dative postposition.... Or the dative case marker' However, both the example given to highlight this point (ex.257) and the previous example (ex.256) both show the direct object of the underived verb (patient) to be marked like the dative, NOT the Causee.",gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:94,
ARGEX6-1-3-wba,wba,ARGEX6-1-3,1,ARGEX6-1-3-0,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:94,
ARGEX6-1-4-wba,wba,ARGEX6-1-4,1,ARGEX6-1-4-0,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:94,
ARGEX7-1-wba,wba,ARGEX7-1,1,ARGEX7-1-0,benefactives are marked by case suffixes and other oblique arguments are marked by postpositions.  No strategies for applicativization are discussed,,Joshua Birchall 2013-12-16,,
ARGEX7-1-1-wba,wba,ARGEX7-1-1,1,ARGEX7-1-1-NA,,,Joshua Birchall 2013-12-16,,
ARGEX7-1-2-wba,wba,ARGEX7-1-2,1,ARGEX7-1-2-NA,,,Joshua Birchall 2013-12-16,,
ARGEX7-1-3-wba,wba,ARGEX7-1-3,1,ARGEX7-1-3-NA,,,Joshua Birchall 2013-12-16,,
ARGEX7-1-4-wba,wba,ARGEX7-1-4,1,ARGEX7-1-4-NA,,,Joshua Birchall 2013-12-16,,
ARGEX8-1-wba,wba,ARGEX8-1,1,ARGEX8-1-A,passive is marked by a combination of the completive suffix -i and the perfective -ha,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:93,
ARGEX8-1-1-wba,wba,ARGEX8-1-1,1,ARGEX8-1-1-1,,gromerofigeroawarao,Joshua Birchall 2013-12-16,Romero-Figeroa 1997:93,
ARGEX9-1-wba,wba,ARGEX9-1,1,ARGEX9-1-0,,,Joshua Birchall 2013-12-16,,
ARGEX9-1-1-wba,wba,ARGEX9-1-1,1,ARGEX9-1-1-NA,,,Joshua Birchall 2013-12-16,,
ARGEX9-1-2-wba,wba,ARGEX9-1-2,1,ARGEX9-1-2-NA,,,Joshua Birchall 2013-12-16,,
NP1-wba,wba,NP1,SV,NP1-SV,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:8,
NP10-wba,wba,NP10,?,NP10-NK,,,Olga Krasnoukhova 2013-12-22,,
NP1010-wba,wba,NP1010,?,NP1010-NK,,,Olga Krasnoukhova 2013-12-22,,
NP1011-wba,wba,NP1011,N/A,NP1011-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1012-wba,wba,NP1012,N/A,NP1012-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1013-wba,wba,NP1013,N/A,NP1013-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1014-wba,wba,NP1014,N/A,NP1014-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1015-wba,wba,NP1015,N/A,NP1015-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1020-wba,wba,NP1020,?,NP1020-NK,,,Olga Krasnoukhova 2013-12-22,,
NP1021-wba,wba,NP1021,N/A,NP1021-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1022-wba,wba,NP1022,N/A,NP1022-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1023-wba,wba,NP1023,N/A,NP1023-NA,,,Olga Krasnoukhova 2013-12-22,,
NP1024-wba,wba,NP1024,N/A,NP1024-NA,,,Olga Krasnoukhova 2013-12-22,,
NP11-wba,wba,NP11,?,NP11-NK,,,Olga Krasnoukhova 2013-12-22,,
NP110-wba,wba,NP110,B,NP110-B,"Both word orders are possible, though postceding is reported to be most widely spread (cf. Romero-Figeroa 1997:51)",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP12-wba,wba,NP12,?,NP12-NK,,,Olga Krasnoukhova 2013-12-22,,
NP120-wba,wba,NP120,B,NP120-B,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:53-55,
NP13-wba,wba,NP13,?,NP13-NK,,,Olga Krasnoukhova 2013-12-22,,
NP130-wba,wba,NP130,A,NP130-A,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:91,
NP140-wba,wba,NP140,B,NP140-B,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:50,
NP150-wba,wba,NP150,?,NP150-NK,,,Olga Krasnoukhova 2013-12-22,,
NP160-wba,wba,NP160,?,NP160-NK,,,Olga Krasnoukhova 2013-12-22,,
NP2-wba,wba,NP2,OSV,NP2-OSV,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:8,
NP210-wba,wba,NP210,1,NP210-1,"Agreement in number: there are cases where both head and modifying property concept occur with the number marker, or the number marker occurs only on the last element of the NP, in this case the property concept (which follows the head noun)",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:50,
NP211-wba,wba,NP211,1,NP211-1,,,Olga Krasnoukhova 2013-12-22,,
NP212-wba,wba,NP212,0,NP212-0,,,Olga Krasnoukhova 2013-12-22,,
NP213-wba,wba,NP213,0,NP213-0,,,Olga Krasnoukhova 2013-12-22,,
NP220-wba,wba,NP220,0,NP220-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:55,
NP221-wba,wba,NP221,N/A,NP221-NA,,,Olga Krasnoukhova 2013-12-22,,
NP222-wba,wba,NP222,N/A,NP222-NA,,,Olga Krasnoukhova 2013-12-22,,
NP223-wba,wba,NP223,N/A,NP223-NA,,,Olga Krasnoukhova 2013-12-22,,
NP230-wba,wba,NP230,1,NP230-1,Demonstratives occur with the regular plural marker if the head noun is plural (thus both can be marked with the plural number marker),gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:50,
NP231-wba,wba,NP231,1,NP231-1,,,Olga Krasnoukhova 2013-12-22,,
NP232-wba,wba,NP232,0,NP232-0,,,Olga Krasnoukhova 2013-12-22,,
NP233-wba,wba,NP233,0,NP233-0,,,Olga Krasnoukhova 2013-12-22,,
NP301-wba,wba,NP301,B,NP301-B,There is a large number of indefinite determiners. Numeral isaka 'one' has a function of indefinite article (cf. Romero-Figeroa 1997:53),gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:53,
NP302-wba,wba,NP302,B,NP302-B,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP303-wba,wba,NP303,D,NP303-D,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:64,
NP304-wba,wba,NP304,A,NP304-A,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP305-wba,wba,NP305,3,NP305-3,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP306-wba,wba,NP306,0,NP306-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP307-wba,wba,NP307,0,NP307-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP308-wba,wba,NP308,0,NP308-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP309-wba,wba,NP309,0,NP309-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP310-wba,wba,NP310,0,NP310-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP311-wba,wba,NP311,0,NP311-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP312-wba,wba,NP312,1,NP312-1,The plural forms of demonstratives are formed by the nominal plural marker,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP313-wba,wba,NP313,0,NP313-0,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP314-wba,wba,NP314,A,NP314-A,,gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:51,
NP315-wba,wba,NP315,1,NP315-1,Demonstratives (prox and dist 'yonder') receive a nominalizing suffix in order to function as pronominal demonstratives (cf. Romero-Figeroa 1997:60),gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:60,
NP316-wba,wba,NP316,B,NP316-B,Demonstratives receive the locative case markers forming demonstrative adverbs of location (cf. Romero-Figeroa 1997:72),gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,Romero-Figeroa 1997:72,
NP317-wba,wba,NP317,?,NP317-NK,,,Olga Krasnoukhova 2013-12-22,,
NP4-wba,wba,NP4,?,NP4-NK,,,Olga Krasnoukhova 2013-12-22,,
NP401-wba,wba,NP401,A,NP401-A,"Besides the possessive construction where possessum receives a personal possessive marker indicating the possessor, Warao has an alternative construction: '(i) by means of the genitive postposition a 'of' following the possessor within a possr-possed NP, and (ii) by means of the genitive postposition abitu 'of' following any noun.'  (Romero-Figeroa 1997:91). In cases when possessor is expressed by a personal pronoun, the postpositions occur with the personal pronoun.",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,"Romero-Figeroa 1997:45,75",
NP402-wba,wba,NP402,B,NP402-B,"Besides the possessive construction where possessum receives a personal possessive marker indicating the possessor, Warao has an alternative construction: '(i) by means of the genitive postposition a 'of' following the possessor within a possr-possed NP, and (ii) by means of the genitive postposition abitu 'of' following any noun.'  (Romero-Figeroa 1997:91). In cases when possessor is expressed by a personal pronoun, the postpositions occur with the personal pronoun.",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,"Romero-Figeroa 1997:45,75",
NP403-wba,wba,NP403,A,NP403-A,"Besides the possessive construction where possessum receives a personal possessive marker indicating the possessor, Warao has an alternative construction: '(i) by means of the genitive postposition a 'of' following the possessor within a possr-possed NP, and (ii) by means of the genitive postposition abitu 'of' following any noun.'  (Romero-Figeroa 1997:91). In cases when possessor is expressed by a personal pronoun, the postpositions occur with the personal pronoun.",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,"Romero-Figeroa 1997:45,75",
NP404-wba,wba,NP404,B,NP404-B,"Besides the possessive construction where possessum receives a personal possessive marker indicating the possessor, Warao has an alternative construction: '(i) by means of the genitive postposition a 'of' following the possessor within a possr-possed NP, and (ii) by means of the genitive postposition abitu 'of' following any noun.'  (Romero-Figeroa 1997:91). In cases when possessor is expressed by a personal pronoun, the postpositions occur with the personal pronoun.",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,"Romero-Figeroa 1997:45,75",
NP405-wba,wba,NP405,0,NP405-0,Certainty: ?,,Olga Krasnoukhova 2013-12-22,,
NP406-wba,wba,NP406,N/A,NP406-NA,Certainty: ?,,Olga Krasnoukhova 2013-12-22,,
NP407-wba,wba,NP407,?,NP407-NK,,,Olga Krasnoukhova 2013-12-22,,
NP408-wba,wba,NP408,?,NP408-NK,,,Olga Krasnoukhova 2013-12-22,,
NP409-wba,wba,NP409,?,NP409-NK,,,Olga Krasnoukhova 2013-12-22,,
NP5-wba,wba,NP5,?,NP5-NK,,,Olga Krasnoukhova 2013-12-22,,
NP501-wba,wba,NP501,A,NP501-A,"Romero-Figeroa (1997:42,49) mentions that there is no clear-cut distinction between nouns and adjectives. Warao nouns may function as (adjective-like) attributives modifying other nouns in NPs, they are always posthead in that case. [OK: However, not much information/example available to determine whether adjectives are indeed indistinguishable from nouns.] Certainty: ?",gromerofigeroawarao,Olga Krasnoukhova 2013-12-22,"Romero-Figeroa 1997:42,49",
